HocoNum,HighSpeed,total population,FTTH population,HoldingCompanyName
190501,0,25445,660.0,4 SIWI LLC
190503,0,16835,0.0,"Ken-Tenn Wireless, L.L.C."
190504,1,143451,122012.0,Allo Communications LLC
190506,0,55803,327.0,Cyber Mesa
190508,0,30207,15057.0,"Atlantech Online, Inc."
200006,0,47681,0.0,"Blip Networks, LLC"
200010,0,7178,7178.0,"Bulldog Cable Georgia, LLC"
200020,0,1088462,0.0,Fire2Wire
200022,1,27456,27456.0,Gainesville Regional Utilities
200025,0,264,0.0,"LTO Communications, LLC"
200026,0,5142,0.0,"Lazernet, Inc."
200027,1,501363,11458.0,McMinnville Access Company
200029,1,137207,127966.0,Morris Broadband LLC
200032,0,2590584,2081.0,"Nextera Holdings, LLC"
200039,1,522,522.0,QualityLife Intergovernmental Agency
200041,0,820487,0.0,"Raw Bandwidth Telecom, Inc."
200046,0,97821,0.0,The Home Town Network Inc.
200048,0,7369,0.0,Wire Tele View Corp.
200057,0,6199,0.0,"Orcas Online, Inc."
200065,0,48881,0.0,"DLS Computer Services, Inc."
210001,0,1177,0.0,3 Rooms Communications LLC
210006,0,74302,0.0,AllureTech/Coffeynet
210017,0,283,0.0,"MVWiFi, LLC"
210018,1,258903,0.0,"Cherry Capital Connection, LLC"
210019,1,53630,53630.0,City of Wilson
210020,0,14256,14256.0,Communications Access Cooperative Holding Enterprise
210040,0,20041,0.0,Hallettsville Communications
210042,0,47960,0.0,Imagine Networks
210046,0,7555,0.0,"JCMM Ventures, LLC"
210061,1,834,834.0,"Pavlov Media, Inc."
210063,1,13738,0.0,"Precision Data Solutions, LLC"
210075,0,621,0.0,"Telephone Associates, Inc."
210080,0,495,0.0,Traer Municipal Utilities
210087,1,29136,29136.0,Wintek Corporation
210090,0,1260,0.0,Magna5 Holdings LLC
210092,0,94945,0.0,"C&W Enterprises, Inc."
210095,0,42715,0.0,Edgar Rental Corporation
210101,1,2728024,8209.0,Xchange Telecom Corp.
210103,0,21273,0.0,Aloha Broadband
210105,0,2662,0.0,LVWifi.com
220002,1,3157,1007.0,"A+ Wireless, Inc."
220007,1,18025,0.0,BreezeAir Networks LLC
220008,0,5979,0.0,Bayou Cable Inc.
220012,0,2219,0.0,BySky Inc.
220013,0,17283,0.0,CIS LLC
220016,1,20791,61.0,City of Morganton
220017,1,2406,2199.0,Conexiz Corporation
220027,0,189301,0.0,"Fourway Computer Products, Inc."
220028,0,4271,0.0,Full Service Network LP
220031,1,6527,6527.0,"IsoFusion, Inc."
220036,0,5047,0.0,LeapStream
220046,0,21418,123.0,NTInet Inc.
220048,0,249468,81.0,Netwurx
220052,1,10405,10405.0,"QCOL, Inc."
220056,0,41149,0.0,RadioWire.net
220058,0,9307,0.0,Rocky Ridge Wireless
220061,0,274442,0.0,Speed of Light Broadband
220064,0,12860,0.0,TexasData
220066,0,30762,0.0,Seimitsu Corporation
220071,0,2770,975.0,Vogtmann Engineering Inc.
220073,0,43292,0.0,WERCS Communications Inc.
220075,0,11100,0.0,"Wilson Creek Communications, LLC"
220076,0,2232,0.0,"laser image, Inc."
220078,0,3249,0.0,Crystal Broadband Networks
220079,1,62023,13996.0,"Eastern Oregon Telecom, LLC"
230006,1,9479,9479.0,City of Chanute Kansas
230010,1,513640,80605.0,"Crystal Automation Systems, Inc."
230017,0,275015,0.0,"Great Basin Internet Services, Inc."
230018,0,12803,0.0,HCI Telcom Inc.
230021,0,69687,0.0,"Indco Cable TV, Inc."
230025,0,12422,0.0,"Konceptio Data Services, LLC"
230026,0,1020,0.0,Master Vision Cable
230028,0,44946,0.0,Miles Wireless
230036,0,7412,0.0,"Rebus Communications, LLC"
230043,1,69457,9732.0,Southeast Colorado Power Association
230044,0,101490,14897.0,Stewart Computer Services
230050,0,263,0.0,"USFon, Inc."
230051,1,250374,250374.0,Utah Telecommunication Open Infrastructure Agency
230052,1,580431,436260.0,Veracity Networks
230062,0,243096,0.0,"HillBilly Wireless Internet, Inc."
230064,0,55767,0.0,"Nebraska Technology & Telecommunications, Inc."
230074,1,7212,318.0,"Vantage Telecom, LLC"
240003,0,250353,0.0,AirLink Internet Services
240004,0,176365,0.0,"American Wireless, Inc."
240008,1,25253,0.0,Big Sandy Broadband Inc.
240009,0,175072,0.0,Bolt Internet
240010,0,5008202,0.0,"Brevard Wireless, Inc."
240011,0,793,0.0,Bridger Cable TV
240012,0,8947,8947.0,Bryan Municipal Light & Water Utilities
240014,0,19141,0.0,"CalNeva Broadband, LLC"
240016,0,7713,0.0,"Centre TV, Inc."
240017,0,3466,0.0,Chaparral Holding Co. Inc.
240021,0,2349,1546.0,Clearcom Inc.
240022,0,16125,0.0,CND Acquisition Corp.
240025,0,2220,0.0,"Community Antenna System, Inc."
240031,0,18702,0.0,Davis Communications Inc.
240032,1,31768,31768.0,DayStarr LLC
240035,0,7089,0.0,"Fast-Air Internet, Inc."
240036,0,64682,0.0,"FireServe, LLC"
240041,1,2471637,2254884.0,Google Fiber Inc.
240044,1,9978,9978.0,Highland Communication Services
240046,0,4021,0.0,"Hughes Computer Services, Inc."
240051,0,3978,0.0,"Karban TV Systems, Inc."
240055,1,1844,0.0,"Lone Pine Television, Inc."
240056,1,78445,0.0,LTD Broadband LLC
240058,1,182392,2084.0,Mid-Hudson Cablevision
240060,0,5254,11.0,"Missouri Telecom, Inc."
240061,1,40558,40558.0,Montana Opticom LLC
240062,0,112,112.0,"Mountain Communications, LLC"
240063,0,198,0.0,Murray Electric System
240064,1,1346,1346.0,Nelson County Cablevision Corp.
240065,0,23334,809.0,Nelsonville TV Cable
240066,1,546106,2348.0,netBlazr Inc.
240068,0,16914,0.0,"Neu Ventures, Inc."
240074,0,842172,0.0,"Nysys Wireless, LLC"
240077,0,3511,0.0,"Powhatan Point Cable Co., Inc."
240080,0,2841,0.0,"Red River Cable TV, Inc."
240081,0,3132,0.0,Reinbeck Municipal Telecommunications Utility
240085,0,14570,14570.0,Scottsboro Electric Power Board
240086,0,4,0.0,"Signal, Inc."
240088,0,17421,0.0,"Southern Coastal Cable, LLC"
240089,1,69659,24988.0,Spiral Communications
240090,0,6186,0.0,"Stowe Cablevision, Inc."
240094,0,38,0.0,Trenton TV Cable Company
240099,0,154291,0.0,"Valnet Holdings, LLC"
240101,0,3300,0.0,Village of Woodsfield
240102,0,28070,0.0,VoiceLite
240103,0,686,0.0,VS Enterprises
240105,0,11809,0.0,"WIFI Midwest, Inc."
240106,1,1123,3.0,Wireless Investments LLC
240109,1,311650,5011.0,Montana Internet
240110,1,78030,73622.0,"Public Utility District #2 of Grant County, WA"
240300,0,11723,2048.0,"Consolidated Companies, Inc."
250004,0,7299,0.0,Ultimate Broadband
250007,0,67491,0.0,"Ag Prospects, LLC"
250009,0,297047,0.0,AireBeam
250014,0,150057,0.0,"Arbuckle Communications, Inc."
250020,0,13873,0.0,B3
250025,0,5683,0.0,Capshaw Enterprises
250027,0,34962,0.0,City of Lebanon Utilities
250028,0,23215,0.0,"Collins Communications, Inc."
250035,1,1956,0.0,Cyber Broadband Inc.
250045,0,16,0.0,Gunby Communications Inc.
250052,0,689,0.0,Lindalink LLC
250053,0,24918,0.0,"Lobo Internet Services, Ltd."
250057,0,5181,0.0,"Native American Telecom, LLC"
250066,0,3543,0.0,"Ridgetop Networks, LLC"
250069,0,2941,0.0,Satellite Operations Inc.
250078,0,7521,0.0,Trinity Cable LLC
250081,0,10630,291.0,"Urban Communications, Inc."
250085,0,32409,0.0,"Wireless Data Net, LLC"
250090,1,252753,485.0,Wyoming.Com
250092,0,1902,0.0,"Zero Error Networks, LLC"
250099,0,4129,0.0,Resonance Broadband
250100,0,18208,0.0,Arizona Nevada Tower Corporation
250102,0,1210,0.0,Rural Farm Networks LLC
260000,1,94371,80792.0,"Farmers Telecommunications Cooperative, Inc. (AL)"
260004,0,47778,0.0,Blu Sky Wireless
260007,1,1503,1503.0,City of Burbank/Burbank Water and Power
260008,0,10845,464.0,Cloverland Electric Cooperative
260009,0,32002,0.0,Columbia Power and Water Systems
260010,1,6031,339.0,Concept Communication Corp.
260016,0,198330,0.0,DCTexas Internet
260019,0,8316,0.0,"G5 Internet, LLC"
260021,0,336,336.0,Harris Broadband LP
260025,0,61934,0.0,Kentucky Wimax
260026,0,16660,0.0,"Lakeway Publishers, Inc."
260027,0,396,0.0,"Lexsar Solutions, Inc."
260038,1,196411,196411.0,Radio Link Internet
260049,0,74,0.0,SMR Communications
260050,0,453920,0.0,SpeedConnect LLC
260051,0,6042,0.0,Spry Wireless Communications Inc.
260052,1,23490,0.0,Succeed.Net
260056,1,754194,883.0,Total Highspeed LLC
260059,1,21217,5075.0,Vergennes Broadband LLC
260062,0,153365,0.0,WVVA.net Inc.
260068,0,192,0.0,"Southeast Communications Services, LLC"
260069,1,43511,0.0,Spanish Fork City
260070,0,4282,0.0,Warm Springs Telecommunications Company
270001,1,19443,105.0,"Anne Arundel Broadband, LLC"
270002,0,1122,344.0,1 Point Communications
270006,0,80986,0.0,AFES Network Services LLC
270009,0,114611,0.0,AirRunner Networks LLC
270011,1,634002,533.0,Alyrica
270012,0,212891,0.0,Aristotle
270016,0,2969,0.0,Bethesda Wireless
270018,0,5623,0.0,"CCS Wireless, Inc."
270020,0,538165,0.0,"Cal.net, Inc."
270023,0,32464,5.0,"City of Richmond, Indiana"
270025,0,9898,0.0,Clearsky Systems Inc.
270027,0,221065,211731.0,Columbia Energy LLC
270028,0,42079,0.0,Cooperative Light & Power
270032,1,364801,39.0,Desert Winds Wireless LLC
270033,1,1453225,0.0,Directlink LLC
270038,0,159926,0.0,"Excel.Net, Inc."
270044,0,6593,0.0,"FreedomNet Solutions, LLC"
270045,0,237307,0.0,Getwireless.net
270051,0,19273,0.0,"Impulse Internet Services, LLC"
270052,0,56446,0.0,"Info Link Wireless, Inc."
270061,0,141,0.0,Maxwire Inc.
270062,0,3604,73.0,"Medicine Wheel Website Design, Inc."
270063,0,99894,9683.0,MontanaSky West LLC
270064,1,33033,0.0,"NGL Connection, LLC"
270065,0,239596,0.0,Noize Communications LLC
270068,0,462,0.0,Orchard Wireless
270073,0,37222,0.0,Sky Valley Network LLC
270074,0,16582,1056.0,"Skywave Wireless, Inc."
270077,0,35956,0.0,SonicNet Inc.
270078,0,76531,0.0,"Southwestern Wireless, Inc."
270083,1,4852,0.0,"Symplified Technologies, LLC"
270084,0,5307,0.0,TC LLC
270085,0,186784,0.0,"TGM Pinnacle Network Solutions, LLC"
270090,1,58957,3689.0,The Computer Works
270096,0,1345,0.0,"Velocity Broadband Internet, Inc."
270099,0,113147,0.0,"Western Communications, Inc."
270101,0,54955,0.0,"WireFree Communications, Inc."
270115,0,4056,0.0,Webhiway Communications LLC
280001,1,1633422,0.0,Acquistions Cogecco Cable Holdings II Inc.
280004,0,1279,0.0,"Air Link Rural Broadband, LLC"
280005,0,16531,0.0,"Alliance Connect, LLC"
280007,0,5095,0.0,ALSAT Wireless
280009,0,28959,0.0,Banc Central Financial Services Corp.
280010,0,7797,7797.0,Borough of Kutztown
280011,0,21544,0.0,BrazosWiFi
280014,1,84282,84282.0,City of Longmont
280015,0,385303,0.0,City of Tacoma
280017,1,67188,67188.0,"Co-Mo Electric Cooperative, Inc."
280018,0,764,0.0,Digital Example LLC
280020,1,27803,1383.0,"Eastern Shore Communications, LLC"
280024,0,913,0.0,FractalVision
280027,0,177246,0.0,"Gower Computer Support, Inc."
280028,0,1304,0.0,Guiness Communications Inc.
280031,0,6227,0.0,"IP Global, LLC"
280035,0,29513,0.0,Mile High Networks
280042,0,87142,0.0,Outback Internet LLC
280047,0,8039,0.0,"Rayfield Communications, Inc."
280051,0,14253,0.0,Rural Enterprises Inc.
280054,0,5918,0.0,Skylink Wireless Internet LLC
280057,1,470364,1086.0,"Tekify, LLC"
280063,0,559,318.0,Veloxnet Inc.
280067,0,34540,0.0,"Wisper, II LLC"
280068,0,35623,0.0,Zirkel Wireless
280069,0,14938,680.0,ZMP Holding Company
280071,0,7291,0.0,Eagle One Wireless
280072,0,29739,0.0,"Fastnet Wireless, LLC"
280073,1,34877,9.0,LARIAT
280074,1,23197,23197.0,Valu-Net LLC
280075,0,623,0.0,EastSierra.Net
280078,0,2985,0.0,"Horizon Cable TV, Inc."
290002,0,3138,0.0,"Bellaire Television Cable Company, Inc."
290003,0,140038,0.0,"HydroSoft Internet, Inc."
290004,1,27544,294.0,"@Link Services, LLC"
290005,1,44512,0.0,"A Better Wireless, NISP, LLC"
290006,0,98274,0.0,AirFiber
290007,0,41896,0.0,Alamo Broadband Inc.
290008,0,69389,0.0,"AlignTec, LLC"
290009,0,1829797,0.0,ALTIUS Communications LLC
290010,1,3965486,1745.0,AMG Technology Investment Group
290014,0,68400,0.0,"B2X Online, Inc."
290015,0,2028,0.0,"Bear River Communications, LLC"
290016,0,2017,0.0,"Believe Wireless, LLC"
290017,0,609,0.0,"Bitcom, LLC"
290018,0,229936,0.0,Bloosurf LLC
290019,0,469,0.0,BounceLinx
290021,0,890,0.0,Bspeedy Wireless Inc.
290023,0,35824,0.0,Celerity Networks LLC
290024,0,38,0.0,Cherokee Broadband Enterprise
290025,0,1064735,0.0,"Cibola, LLC"
290028,1,26401,26401.0,City of Opelika
290031,1,14868,14868.0,"Computer Techniques, Inc."
290037,1,1691,1691.0,"Digital Connections, Inc"
290039,0,142797,0.0,"DMCI Broadband, LLC"
290042,0,57143,0.0,"Electronic Corporate Pages, Inc."
290048,0,354,0.0,Extreme Broadband
290050,0,1100252,0.0,Future Technologies
290051,0,6367,0.0,Grand County Internet Services Inc.
290052,0,21857,0.0,In The Stix Broadband LLC
290053,1,4489,0.0,Innovative Financial Technologies LLC
290054,0,3077,0.0,"InnovativeAir, LLC"
290057,0,11251,0.0,"Interstate Wireless, Inc."
290058,0,587060,6436.0,JMZ Corporation
290061,0,17266,17266.0,"Lake Region Electric Cooperative, Inc."
290062,0,15546,0.0,Leader Communications LLC
290065,0,9960,0.0,LV.Net
290066,0,167,0.0,"M-22 Internet Project, LLC"
290074,1,34406,0.0,Wind River Internet
290077,1,62343,8331.0,"Origin Networks, LLC"
290079,0,21625,0.0,Portative Technologies
290081,0,89595,0.0,RidgeComms
290083,0,6522,0.0,Rio Verde Wireless
290086,0,12085,0.0,Rowe Wireless Networks LLC
290087,0,360608,0.0,Rural Broadband Network Services LLC
290088,0,1072654,0.0,San Diego Broadband
290089,0,31612,0.0,ShoreWaves
290091,0,3190,0.0,SmartBurst LLC
290092,1,100907,100907.0,Smiling J LLC
290093,1,246124,5506.0,"Sound Internet Services, Inc."
290099,0,32937,0.0,"Taos Net, LLC"
290103,0,13281,0.0,TELE-PAGE Inc.
290105,0,3503,32.0,Television Association of Republic
290106,0,599107,0.0,The Junction Internet LLC
290108,1,8370,0.0,"Tnet Broadband Internet, LLC"
290109,0,9582,0.0,Unwired LLC
290113,1,0,0.0,Village of Moose Lake
290114,0,1136,0.0,Vision Network
290118,0,175276,0.0,Webformix Company
290121,0,3858,0.0,"The Tahlequah, LLC"
290127,0,1732,0.0,Balatize
290128,0,13890,0.0,Kern Valley Wireless
300004,0,44195,0.0,"ADT Systems, Inc."
300005,1,48749,5923.0,"Acme Communications, Inc."
300008,0,26766,0.0,"Airosurf Communications, Inc."
300010,0,11037,0.0,Anvil
300015,0,1647,0.0,City of Bagley
300016,0,35727,0.0,"Basin 2 Way Radio, Inc."
300017,0,0,0.0,BelWave Communications
300019,0,41850,0.0,"Bluespan Wireless, LLC"
300020,0,275446,0.0,Borealis Broadband Inc
300023,0,10307,0.0,Broadlinc Communications LLC
300024,0,9535,0.0,Brolly Communications Inc
300025,0,335429,0.0,"Bug Tussel Wireless, LLC"
300026,0,8554,0.0,CCAonline
300027,0,253040,0.0,CTI Network
300029,0,1918117,0.0,Cirra Networks
300031,1,11663,11663.0,none
300037,0,137034,0.0,Connecting Point
300040,0,12823,12823.0,County of Lake
300043,0,3024653,0.0,"Cruzio Holdings, LLC"
300047,0,12219,0.0,"Door County Broadband, LLC."
300049,1,31724,31724.0,Eastern Shore of Virginia Broadband Authority
300053,0,170778,0.0,Electronics Service Company of Hamlet
300059,0,16685,15158.0,Fusion Media
300061,0,16797,0.0,Gaslight Media
300063,0,3560311,0.0,"Gutierrez-Palmenberg, Inc."
300065,0,38998,0.0,"Hocking Internet Technologies, Ltd."
300067,0,11371,0.0,IguanaNet L.L.C.
300069,0,266,0.0,International Power Systems LLC
300073,0,42834,0.0,"JTM Broadband, LLC"
300074,1,20352,2489.0,"Jo-Carroll Energy, NFP"
300076,0,522,0.0,Jump Wireless LLC
300077,0,30926,0.0,"Kansas Broadband Internet, Inc."
300078,0,653321,0.0,Windfield Enterprises
300083,0,41239,17559.0,LISCO
300085,0,118008,0.0,"Limitless Mobile Holdings, LLC"
300087,1,13711,13711.0,Marshall Municipal Utilities
300088,0,403,0.0,Maximum Broadband Solutions
300090,0,1001,0.0,MicroTek-Solutions LLC
300091,1,76847,76847.0,Midwest Energy Cooperative
300092,0,58775,0.0,Mission Valley Communications
300093,0,1831,92.0,Mosier WiNet LLC
300095,0,4275,0.0,Mountain Mesh
300101,0,131491,8712.0,Eastlight L.C. dba Natel
300105,0,32784,0.0,Network Computers L L C
300106,0,2908,159.0,NexGen Wireless LLC
300107,0,4661,0.0,"Night Owl Wireless, LLC"
300110,0,6223,4212.0,North Country Broadband
300111,0,27271,0.0,Northern Network Concepts
300112,0,29069,17519.0,OKPUD
300116,0,5523,0.0,"Pasty.net,Inc."
300117,0,16483,0.0,"PeakWiFi, LLC"
300119,0,5956,384.0,Privatel Inc.
300120,0,243514,0.0,Professional Value Internet Service Inc
300122,0,1984,0.0,RACC2000
300123,0,21669,0.0,Razer Wireless inc.
300124,0,12561,0.0,Redbird Internet
300125,0,47622,0.0,"Richon, Inc."
300126,0,465,0.0,"RidgeTop Internet, LLC"
300128,0,1081,0.0,Rio Cities
300131,0,42581,0.0,"Router12 Networks, LLC"
300132,0,47641,0.0,Royce's Electronics Inc.
300133,0,34088,0.0,S&B Technology Consultants
300136,0,325222,0.0,SDWisp
300137,0,21601,0.0,SMS llc
300138,0,3326,0.0,"SS Ventures, Inc"
300144,0,14490,0.0,Siuslaw Broadband
300146,0,6278,0.0,SkytechBB Internet
300147,0,1793,0.0,Slopeside Internet LLC
300149,1,8592,8592.0,Southwest Minnesota Broadband Services
300158,0,315113,0.0,Texas Broadband Inc
300159,0,15392,0.0,"Texas Cellnet, Inc"
300160,0,12009,0.0,"Texhoma Wireless, LLC"
300164,0,67077,1079.0,U
300168,0,40711,617.0,VVD Funding LLC
300170,1,1572610,3376.0,"Virginia Everywhere, LLC"
300171,0,124580,0.0,Mammoth Networks
300172,0,804157,0.0,WIRELESS INTERNET CORP
300173,0,727,0.0,WISPRENN
300175,0,15825,0.0,"XL Broadband, Inc."
300176,0,3660,0.0,"XSTREAM WIRELESS, LLC"
300179,0,502,0.0,Qrowireless of idaho inc
300180,0,21138,0.0,"rNetworks, LLC"
300181,0,19720,0.0,"BEH Communications, LLC"
300182,0,4694,0.0,Bridger Valley Electric
300184,0,21992,0.0,COMMUNITY COMMUNICATIONS COMPANY
300186,1,36053,893.0,"Internet Consulting Services, LLC"
300187,0,915,0.0,RC Wireless
300190,0,5417,846.0,Lynch Interactive Corporation
300191,1,106263,47013.0,"NTELOS, Inc."
300192,1,94401,71800.0,U.S. Connect
300194,0,10273,0.0,Interlakes Wireless LLC
300198,0,8736,0.0,Wasatch Broadband
300199,0,13841,0.0,Encore Business Systems
300205,0,1430,0.0,Ruhl Moore Technologies
310000,0,106299,405.0,Brick Skirt Holdings
310001,1,785207,0.0,"Vivint Wireless, Inc."
310006,1,9053,0.0,Ampersand Technologies LLC
310010,0,64733,0.0,Back 40 Wireless LLC
310013,0,42128,42128.0,Blue Ridge Mountain Electric Membership Corporation
310015,1,153713,0.0,California Internet
310016,0,2159,0.0,"Cape Ann Communications, Inc."
310019,0,13892,0.0,"Chaffee County Telecom, LLC"
310020,0,3591,27.0,"Chesapeake Bay Communications, LLC"
310021,1,37743,37743.0,City of Salisbury
310023,1,295326,18331.0,"Clarity Telecom, LLC DBA Vast Broadband"
310024,1,13886,162.0,Clearnetworx LLC
310027,0,26327,0.0,"Conifer Communications, Inc."
310028,0,7530,0.0,Consolidated Broadband Systems LLC
310030,0,3572,0.0,Coulee Internet Services Company
310031,1,2754,2754.0,County of Nelson
310035,0,423552,0.0,"DSLbyAir, LLC"
310036,0,10490,0.0,E.L. Automation Inc.
310040,0,18272,0.0,Gtek Communications
310041,1,11585,11585.0,Habersham Electric Membership Corporation
310042,0,262960,0.0,Helmsco Inc
310044,1,82,82.0,Innovative Tech Pros
310045,0,4310,0.0,Iron River TV
310052,0,10482,0.0,"Network Professionals, Inc."
310053,0,56665,0.0,New Source Broadband
310054,0,922,9.0,"North Georgia Network Cooperative, Inc."
310055,1,31817,1974.0,"Port Networks, Inc."
310058,0,527206,169.0,Ptera Inc
310059,1,10778,0.0,"Redburn Infrastructure, LLC"
310060,0,3347,0.0,Ripflo Network
310061,1,12083,404.0,"Salish Networks, Inc."
310062,1,1901,1901.0,Sebewaing Light and Water
310063,0,7344,0.0,Signal West LLC
310065,0,179731,0.0,"Softcom Internet Communications, Inc."
310066,0,782427,0.0,"Surf Air Wireless, LLC"
310067,0,7424,0.0,Surfnet Communications
310079,1,43022,0.0,Verso Networks
310081,0,2550,0.0,Visual Link
310082,0,47519,0.0,WAVELINC COMMUNICATIONS
310083,1,8569,4703.0,WiValley
310084,0,16703,0.0,WLanJV Inc.
310085,0,104812,0.0,Xtream Internet
310088,0,16786,0.0,Zulu
310090,0,54,0.0,"Block Line Systems, LLC"
310092,1,17668,17668.0,Town of Concord MA
310096,0,141449,0.0,"VisiCom Group, Inc."
320004,0,3525,0.0,Agile Networks
320013,0,196857,0.0,"B&B Communications, Ltd."
320014,0,45826,0.0,Backroads Broadband
320016,1,33618,286.0,"Bethune Company, LLC"
320018,0,1832464,0.0,Brown Dog Networks LLC
320022,0,2369,0.0,"Cityless Internet Services, LLC"
320028,0,45834,0.0,"CoomZoom Communications, LLC"
320031,0,163955,0.0,"Country Wireless, LLC"
320037,0,15864,0.0,"Echo Wireless Broadband, Inc."
320042,0,51707,0.0,Fort Code Inc.
320045,1,79795,0.0,Giggle Fiber LLC
320047,1,93740,93740.0,"Greenlight Networks, LLC"
320049,0,2808,716.0,"High Mountain Farm, LLC"
320050,0,1347,0.0,Hilltown Networks
320051,0,21697,0.0,"HPAZ.net, LLC"
320053,0,32421,3309.0,Illinois Electric Cooeprative
320055,0,1447,0.0,"Internet Services, LLC"
320056,1,15756,12665.0,Island Network LLC
320057,0,9223,0.0,iWiSP LLC
320059,0,311,0.0,"Last Mile Wireless, LLC"
320062,0,13266,0.0,Mojavewifi.com LLC
320068,0,19171,0.0,Northern Community Investment Corporation
320074,0,2271,0.0,PennWisp LLC
320075,1,6570,0.0,"Prairie Hills Wireless, LLC"
320080,0,22473,0.0,SBT Internet Incorporated
320081,0,9603,0.0,SkyHi Corp.
320082,0,10479,0.0,SkyNet Communications of Kentucky LLC
320084,0,99352,0.0,Small Business Solutions Group L.L.C.
320086,0,15322,0.0,Sooner Wireless LLC
320087,1,36169,0.0,"Stephouse Holdings Company, LLC"
320088,0,70242,0.0,"Stratosnet Technologies, Inc."
320090,0,14788,0.0,T G Ferguson Company
320091,0,555003,0.0,Tabco Services
320092,0,32878,97.0,"Tennessee Wireless, LLC"
320093,0,7063,0.0,The Laffoon Corporation
320094,0,2928,0.0,"Total Radio Service, Inc."
320096,0,12219,0.0,Tristate Internet
320100,1,21995,21995.0,"Valleynet, Inc."
320105,0,19844,0.0,Wilderness Wireless
320112,0,17891,0.0,"Declaration Networks Group, Inc."
320113,0,481,0.0,"New Era Broadband, LLC"
320114,0,46475,0.0,"TISD, Inc."
320116,1,24162,1194.0,"Hawaii Dialogix Telecom, LLC"
320117,0,20166,0.0,"Hot Spot Broadband, Inc."
320124,0,747176,0.0,"Telegia Communications, Inc."
320125,0,81811,0.0,BM Service Corp.
320126,0,7263,0.0,"Spring City Cable TV, Inc."
320127,1,953637,734.0,Safelink Internet
330001,0,1798,0.0,"Northwest Missouri Holdings, Inc."
330002,1,438870,0.0,Service Electric Television Inc.
330003,0,119958,0.0,Red Shift Internet Services
330004,0,11311,0.0,"AIRFIBER WISP, LLC"
330005,0,8373,0.0,"American Wireless, Inc. (MO)"
330006,0,8805,0.0,"ANTS-Technology, Inc."
330008,0,545,0.0,Ayacht Technology Solutions
330010,1,425,425.0,Byte Networking LLC
330013,0,66804,66804.0,City of Ocala
330018,0,6539,0.0,"Cowboy Telephone, Inc."
330020,0,4611,0.0,CynergyComm.net
330023,0,35,0.0,"Echo IT Consulting, LLC"
330029,0,356,0.0,"Fool Creek Wireless, LLC"
330031,0,96,96.0,Franklin Electric Plant Board
330032,1,22463,5916.0,Fundamental Holdings Corp
330034,0,6834,248.0,"Geneva Broadband, LLC"
330035,0,4513,0.0,Go Bee Wireless LLC
330042,0,35646,0.0,Kelly Supply Company
330044,1,3746,0.0,"Legacy ISP, LLC"
330045,0,31760,0.0,"LocaLoop, Inc."
330052,0,2933,0.0,"Nedernet, Inc."
330053,0,15309,0.0,NETEO Inc.
330054,0,10488,0.0,Nez Perce Tribe
330055,1,45634,45634.0,Northeast Rural Services
330057,1,705,0.0,Paladin Wireless LLC
330059,0,166002,0.0,PrineTime Internet Solutions
330062,1,38095,38095.0,"Race Telecommunications, Inc."
330064,1,47809,9723.0,RS Fiber Cooperative
330066,0,10201,0.0,"SeaKay, Inc."
330067,1,183620,183620.0,Sho-Me Power Electric Cooperative
330071,0,9363,0.0,"Skyweb Networks, INC"
330072,0,1377,0.0,"Smoky Valley Internet, LLC"
330073,1,882,60.0,Spark Fiber LLC
330074,0,43236,0.0,SyncWave LLC
330076,0,3689,0.0,Tekfinity
330080,0,711,0.0,3rd Coast Internet
330081,0,6653,0.0,"Wallowa Valley Networks, LLC"
330082,0,173819,0.0,"Washington Broadband, Inc."
330083,0,510,0.0,Whitestone Community Association
330084,0,132449,0.0,Wireless Internet Solutions Experts LLC
330085,0,5177,0.0,Xoom Link LLC
330086,0,2294,2012.0,"LaHarpe Telephone Company, Inc."
340001,1,4405094,54942.0,"Valley Telephone Cooperative, Inc. (TX)"
340002,0,759,0.0,Airhawk Wireless
340003,0,8879,0.0,"AiroComm, LLC"
340004,0,1125,0.0,Allamakee-Clayton Electric Cooperative Inc
340008,1,14944,14817.0,ARK-O Holding Company
340009,0,17045,0.0,AWC LLC
340012,1,21443,21443.0,"Callabyte Technology, LLC"
340015,1,121328,4808.0,"Comelec Services, Inc."
340019,0,344847,0.0,Delmarva WiFi
340020,0,14409,0.0,DesertGate
340025,0,70647,0.0,"Encounter Wireless, LLC"
340026,1,5568,5568.0,FiberSpark Inc.
340029,0,280571,0.0,"Gallatin Wireless Internet, LLC"
340031,0,3651,0.0,"Hospitality Integrated Services, Inc."
340032,0,7867,0.0,"HUB Electronics, Inc"
340036,0,33314,0.0,Tiger Computer Consulting
340041,0,34812,0.0,"Jefferson State Broadband, Inc."
340042,0,408,0.0,Karuk Tribe
340043,0,1039,0.0,"Leap Communications, LLC"
340045,0,4282,0.0,MJM TELECOM CORP.
340047,0,463959,0.0,"Mobius Internet, I.T. and Communications"
340048,0,10909,0.0,Mtida
340050,0,18918,0.0,"Netlive Networks, LLC"
340053,1,4049,4049.0,"Ohio Telecom, Inc."
340055,1,2523,0.0,"OsoInternet Solutions, lLC"
340058,0,51658,5188.0,"Pend Oreille Valley Networks, Inc."
340059,1,5085,0.0,"Plains Internet, LLC"
340061,1,25921,0.0,"Resound Networks, LLC"
340066,1,60576,0.0,Sail Internet
340068,0,261857,0.0,"Skynet Country, LLC"
